id_registro,fecha_semana,anio,mes,tipo_residuo,descripcion,kg_generados,kg_reciclados,kg_disposicion,operador_retiro,tasa_reciclaje
RES-002386,2022-06-06,2022,6,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,17.46,VerdeLogística,47.13896457765667
RES-002387,2022-06-06,2022,6,Plástico,"Film, espumas y plásticos varios",10.35,0.0,10.35,Municipal,0.0
RES-002388,2022-06-06,2022,6,E-waste,Componentes y productos defectuosos,7.16,2.59,4.57,VerdeLogística,36.1731843575419
RES-002389,2022-06-06,2022,6,Pilas y baterías,Pilas agotadas y baterías de litio,2.75,1.12,1.63,Municipal,40.72727272727273
RES-002390,2022-06-06,2022,6,Residuo general,Residuos de oficina y comedor,9.54,0.0,9.54,Municipal,0.0
RES-002391,2022-06-06,2022,6,Papel y cartón of.,Papel de impresión y documentos,3.76,1.65,2.11,VerdeLogística,43.88297872340425
RES-002392,2022-06-13,2022,6,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,13.66,VerdeLogística,39.53076582558654
RES-002393,2022-06-13,2022,6,Plástico,"Film, espumas y plásticos varios",12.76,0.0,12.76,Municipal,0.0
RES-002394,2022-06-13,2022,6,E-waste,Componentes y productos defectuosos,6.87,2.57,4.29,Municipal,37.40902474526928
RES-002395,2022-06-13,2022,6,Pilas y baterías,Pilas agotadas y baterías de litio,2.45,0.92,1.53,EcoRetiro SA,37.55102040816327
RES-002396,2022-06-13,2022,6,Residuo general,Residuos de oficina y comedor,7.05,0.0,7.05,Municipal,0.0
RES-002397,2022-06-13,2022,6,Papel y cartón of.,Papel de impresión y documentos,3.16,1.31,1.84,EcoRetiro SA,41.45569620253164
RES-002398,2022-06-20,2022,6,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,12.25,EcoRetiro SA,45.74844995571302
RES-002399,2022-06-20,2022,6,Plástico,"Film, espumas y plásticos varios",9.85,0.0,9.85,VerdeLogística,0.0
RES-002400,2022-06-20,2022,6,E-waste,Componentes y productos defectuosos,6.35,2.79,3.56,VerdeLogística,43.93700787401575
RES-002401,2022-06-20,2022,6,Pilas y baterías,Pilas agotadas y baterías de litio,2.96,1.32,1.64,EcoRetiro SA,44.5945945945946
RES-002402,2022-06-20,2022,6,Residuo general,Residuos de oficina y comedor,8.3,0.0,8.3,Municipal,0.0
RES-002403,2022-06-20,2022,6,Papel y cartón of.,Papel de impresión y documentos,2.96,1.09,1.88,VerdeLogística,36.82432432432432
RES-002404,2022-06-27,2022,6,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,13.77,EcoRetiro SA,41.379310344827594
RES-002405,2022-06-27,2022,6,Plástico,"Film, espumas y plásticos varios",13.01,0.0,13.01,VerdeLogística,0.0
RES-002406,2022-06-27,2022,6,E-waste,Componentes y productos defectuosos,6.26,2.48,3.78,Municipal,39.61661341853035
RES-002407,2022-06-27,2022,6,Pilas y baterías,Pilas agotadas y baterías de litio,2.36,1.15,1.21,EcoRetiro SA,48.728813559322035
RES-002408,2022-06-27,2022,6,Residuo general,Residuos de oficina y comedor,7.71,0.0,7.71,VerdeLogística,0.0
RES-002409,2022-06-27,2022,6,Papel y cartón of.,Papel de impresión y documentos,3.72,1.51,2.21,EcoRetiro SA,40.59139784946236
RES-002410,2022-07-04,2022,7,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,15.7,Municipal,44.67935165609585
RES-002411,2022-07-04,2022,7,Plástico,"Film, espumas y plásticos varios",13.29,0.0,13.29,Municipal,0.0
RES-002412,2022-07-04,2022,7,E-waste,Componentes y productos defectuosos,6.33,2.96,3.37,EcoRetiro SA,46.76145339652448
RES-002413,2022-07-04,2022,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.46,0.9,1.56,VerdeLogística,36.58536585365854
RES-002414,2022-07-04,2022,7,Residuo general,Residuos de oficina y comedor,8.44,0.0,8.44,VerdeLogística,0.0
RES-002415,2022-07-04,2022,7,Papel y cartón of.,Papel de impresión y documentos,4.69,1.95,2.74,EcoRetiro SA,41.5778251599147
RES-002416,2022-07-11,2022,7,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,15.57,EcoRetiro SA,40.68571428571428
RES-002417,2022-07-11,2022,7,Plástico,"Film, espumas y plásticos varios",10.25,0.0,10.25,Municipal,0.0
RES-002418,2022-07-11,2022,7,E-waste,Componentes y productos defectuosos,5.06,1.64,3.43,VerdeLogística,32.41106719367589
RES-002419,2022-07-11,2022,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.05,0.83,1.22,Municipal,40.487804878048784
RES-002420,2022-07-11,2022,7,Residuo general,Residuos de oficina y comedor,9.42,0.0,9.42,EcoRetiro SA,0.0
RES-002421,2022-07-11,2022,7,Papel y cartón of.,Papel de impresión y documentos,3.29,1.4,1.89,VerdeLogística,42.553191489361694
RES-002422,2022-07-18,2022,7,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,14.78,VerdeLogística,34.80370533745037
RES-002423,2022-07-18,2022,7,Plástico,"Film, espumas y plásticos varios",11.59,0.0,11.59,VerdeLogística,0.0
RES-002424,2022-07-18,2022,7,E-waste,Componentes y productos defectuosos,7.0,3.23,3.77,EcoRetiro SA,46.14285714285714
RES-002425,2022-07-18,2022,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.74,1.3,1.44,Municipal,47.44525547445255
RES-002426,2022-07-18,2022,7,Residuo general,Residuos de oficina y comedor,9.6,0.0,9.6,Municipal,0.0
RES-002427,2022-07-18,2022,7,Papel y cartón of.,Papel de impresión y documentos,3.18,1.37,1.81,VerdeLogística,43.08176100628931
RES-002428,2022-07-25,2022,7,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,15.46,EcoRetiro SA,41.0373760488177
RES-002429,2022-07-25,2022,7,Plástico,"Film, espumas y plásticos varios",11.67,0.0,11.67,Municipal,0.0
RES-002430,2022-07-25,2022,7,E-waste,Componentes y productos defectuosos,7.59,3.43,4.16,EcoRetiro SA,45.19104084321476
RES-002431,2022-07-25,2022,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.32,0.98,1.33,EcoRetiro SA,42.241379310344826
RES-002432,2022-07-25,2022,7,Residuo general,Residuos de oficina y comedor,9.17,0.0,9.17,Municipal,0.0
RES-002433,2022-07-25,2022,7,Papel y cartón of.,Papel de impresión y documentos,4.1,2.04,2.06,EcoRetiro SA,49.75609756097562
RES-002434,2022-08-01,2022,8,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,16.53,EcoRetiro SA,41.15343538625846
RES-002435,2022-08-01,2022,8,Plástico,"Film, espumas y plásticos varios",11.28,0.0,11.28,EcoRetiro SA,0.0
RES-002436,2022-08-01,2022,8,E-waste,Componentes y productos defectuosos,7.37,3.26,4.11,VerdeLogística,44.23337856173677
RES-002437,2022-08-01,2022,8,Pilas y baterías,Pilas agotadas y baterías de litio,2.14,0.9,1.24,VerdeLogística,42.05607476635514
RES-002438,2022-08-01,2022,8,Residuo general,Residuos de oficina y comedor,8.72,0.0,8.72,EcoRetiro SA,0.0
RES-002439,2022-08-01,2022,8,Papel y cartón of.,Papel de impresión y documentos,3.14,1.23,1.91,EcoRetiro SA,39.17197452229299
RES-002440,2022-08-08,2022,8,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,13.22,Municipal,41.37472283813747
RES-002441,2022-08-08,2022,8,Plástico,"Film, espumas y plásticos varios",12.89,0.0,12.89,VerdeLogística,0.0
RES-002442,2022-08-08,2022,8,E-waste,Componentes y productos defectuosos,7.36,3.08,4.27,EcoRetiro SA,41.847826086956516
RES-002443,2022-08-08,2022,8,Pilas y baterías,Pilas agotadas y baterías de litio,2.94,1.23,1.71,EcoRetiro SA,41.83673469387755
RES-002444,2022-08-08,2022,8,Residuo general,Residuos de oficina y comedor,8.26,0.0,8.26,Municipal,0.0
RES-002445,2022-08-08,2022,8,Papel y cartón of.,Papel de impresión y documentos,2.45,1.05,1.4,EcoRetiro SA,42.857142857142854
RES-002446,2022-08-15,2022,8,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,12.38,Municipal,48.09224318658281
RES-002447,2022-08-15,2022,8,Plástico,"Film, espumas y plásticos varios",8.96,0.0,8.96,VerdeLogística,0.0
RES-002448,2022-08-15,2022,8,E-waste,Componentes y productos defectuosos,7.61,3.26,4.35,Municipal,42.838370565045985
RES-002449,2022-08-15,2022,8,Pilas y baterías,Pilas agotadas y baterías de litio,1.92,0.67,1.25,Municipal,34.895833333333336
RES-002450,2022-08-15,2022,8,Residuo general,Residuos de oficina y comedor,9.18,0.0,9.18,Municipal,0.0
RES-002451,2022-08-15,2022,8,Papel y cartón of.,Papel de impresión y documentos,3.0,1.01,1.99,EcoRetiro SA,33.666666666666664
RES-002452,2022-08-22,2022,8,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,19.42,Municipal,45.647914917436324
RES-002453,2022-08-22,2022,8,Plástico,"Film, espumas y plásticos varios",9.13,0.0,9.13,VerdeLogística,0.0
RES-002454,2022-08-22,2022,8,E-waste,Componentes y productos defectuosos,4.64,2.18,2.46,VerdeLogística,46.982758620689665
RES-002455,2022-08-22,2022,8,Pilas y baterías,Pilas agotadas y baterías de litio,1.85,0.78,1.06,VerdeLogística,42.16216216216216
RES-002456,2022-08-22,2022,8,Residuo general,Residuos de oficina y comedor,9.27,0.0,9.27,VerdeLogística,0.0
RES-002457,2022-08-22,2022,8,Papel y cartón of.,Papel de impresión y documentos,3.21,1.22,1.99,VerdeLogística,38.006230529595015
RES-002458,2022-08-29,2022,8,Embalaje cartón,Cajas y embalajes de productos,19.69,6.5249999999999995,11.04,EcoRetiro SA,43.93092940578974
RES-002459,2022-08-29,2022,8,Plástico,"Film, espumas y plásticos varios",14.96,0.0,14.96,EcoRetiro SA,0.0
RES-002460,2022-08-29,2022,8,E-waste,Componentes y productos defectuosos,5.28,2.0,3.28,EcoRetiro SA,37.878787878787875
RES-002461,2022-08-29,2022,8,Pilas y baterías,Pilas agotadas y baterías de litio,2.59,0.82,1.77,EcoRetiro SA,31.66023166023166
RES-002462,2022-08-29,2022,8,Residuo general,Residuos de oficina y comedor,7.67,0.0,7.67,Municipal,0.0
RES-002463,2022-08-29,2022,8,Papel y cartón of.,Papel de impresión y documentos,3.59,1.38,2.21,Municipal,38.44011142061281
RES-002464,2022-09-05,2022,9,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,16.71,VerdeLogística,43.75210508588751
RES-002465,2022-09-05,2022,9,Plástico,"Film, espumas y plásticos varios",11.21,0.0,11.21,Municipal,0.0
RES-002466,2022-09-05,2022,9,E-waste,Componentes y productos defectuosos,5.65,2.28,3.38,VerdeLogística,40.35398230088495
RES-002467,2022-09-05,2022,9,Pilas y baterías,Pilas agotadas y baterías de litio,2.35,1.01,1.34,VerdeLogística,42.97872340425532
RES-002468,2022-09-05,2022,9,Residuo general,Residuos de oficina y comedor,10.56,0.0,10.56,Municipal,0.0
RES-002469,2022-09-05,2022,9,Papel y cartón of.,Papel de impresión y documentos,3.86,1.56,2.3,EcoRetiro SA,40.41450777202073
RES-002470,2022-09-12,2022,9,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,16.54,VerdeLogística,44.678714859437754
RES-002471,2022-09-12,2022,9,Plástico,"Film, espumas y plásticos varios",9.94,0.0,9.94,EcoRetiro SA,0.0
RES-002472,2022-09-12,2022,9,E-waste,Componentes y productos defectuosos,6.94,2.84,4.09,Municipal,40.9221902017291
RES-002473,2022-09-12,2022,9,Pilas y baterías,Pilas agotadas y baterías de litio,2.42,1.12,1.3,Municipal,46.2809917355372
RES-002474,2022-09-12,2022,9,Residuo general,Residuos de oficina y comedor,10.04,0.0,10.04,Municipal,0.0
RES-002475,2022-09-12,2022,9,Papel y cartón of.,Papel de impresión y documentos,3.03,1.13,1.9,EcoRetiro SA,37.29372937293729
RES-002476,2022-09-19,2022,9,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,17.63,Municipal,49.48424068767908
RES-002477,2022-09-19,2022,9,Plástico,"Film, espumas y plásticos varios",12.23,0.0,12.23,EcoRetiro SA,0.0
RES-002478,2022-09-19,2022,9,E-waste,Componentes y productos defectuosos,6.1,2.49,3.61,VerdeLogística,40.81967213114754
RES-002479,2022-09-19,2022,9,Pilas y baterías,Pilas agotadas y baterías de litio,1.98,0.85,1.13,EcoRetiro SA,42.92929292929293
RES-002480,2022-09-19,2022,9,Residuo general,Residuos de oficina y comedor,8.54,0.0,8.54,Municipal,0.0
RES-002481,2022-09-19,2022,9,Papel y cartón of.,Papel de impresión y documentos,3.43,1.28,2.16,VerdeLogística,37.31778425655977
RES-002482,2022-09-26,2022,9,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,17.67,VerdeLogística,43.88694823753573
RES-002483,2022-09-26,2022,9,Plástico,"Film, espumas y plásticos varios",11.77,0.0,11.77,VerdeLogística,0.0
RES-002484,2022-09-26,2022,9,E-waste,Componentes y productos defectuosos,4.67,1.66,3.01,VerdeLogística,35.54603854389721
RES-002485,2022-09-26,2022,9,Pilas y baterías,Pilas agotadas y baterías de litio,1.94,0.88,1.06,EcoRetiro SA,45.36082474226804
RES-002486,2022-09-26,2022,9,Residuo general,Residuos de oficina y comedor,8.06,0.0,8.06,VerdeLogística,0.0
RES-002487,2022-09-26,2022,9,Papel y cartón of.,Papel de impresión y documentos,2.94,1.32,1.62,Municipal,44.89795918367348
RES-002488,2022-10-03,2022,10,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,14.79,EcoRetiro SA,43.57115604731018
RES-002489,2022-10-03,2022,10,Plástico,"Film, espumas y plásticos varios",9.34,0.0,9.34,EcoRetiro SA,0.0
RES-002490,2022-10-03,2022,10,E-waste,Componentes y productos defectuosos,6.35,3.03,3.33,EcoRetiro SA,47.71653543307087
RES-002491,2022-10-03,2022,10,Pilas y baterías,Pilas agotadas y baterías de litio,2.75,1.06,1.69,Municipal,38.54545454545455
RES-002492,2022-10-03,2022,10,Residuo general,Residuos de oficina y comedor,8.34,0.0,8.34,VerdeLogística,0.0
RES-002493,2022-10-03,2022,10,Papel y cartón of.,Papel de impresión y documentos,3.9,1.65,2.25,EcoRetiro SA,42.30769230769231
RES-002494,2022-10-10,2022,10,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,15.14,EcoRetiro SA,47.8110996208204
RES-002495,2022-10-10,2022,10,Plástico,"Film, espumas y plásticos varios",11.38,0.0,11.38,Municipal,0.0
RES-002496,2022-10-10,2022,10,E-waste,Componentes y productos defectuosos,5.81,2.75,3.06,VerdeLogística,47.332185886402755
RES-002497,2022-10-10,2022,10,Pilas y baterías,Pilas agotadas y baterías de litio,2.03,0.85,1.18,Municipal,41.871921182266014
RES-002498,2022-10-10,2022,10,Residuo general,Residuos de oficina y comedor,7.94,0.0,7.94,Municipal,0.0
RES-002499,2022-10-10,2022,10,Papel y cartón of.,Papel de impresión y documentos,2.86,1.19,1.67,VerdeLogística,41.60839160839161
RES-002500,2022-10-17,2022,10,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,16.42,VerdeLogística,40.935251798561154
RES-002501,2022-10-17,2022,10,Plástico,"Film, espumas y plásticos varios",12.67,0.0,12.67,Municipal,0.0
RES-002502,2022-10-17,2022,10,E-waste,Componentes y productos defectuosos,5.65,2.46,3.19,Municipal,43.53982300884955
RES-002503,2022-10-17,2022,10,Pilas y baterías,Pilas agotadas y baterías de litio,1.9,0.99,0.91,EcoRetiro SA,52.10526315789474
RES-002504,2022-10-17,2022,10,Residuo general,Residuos de oficina y comedor,7.84,0.0,7.84,Municipal,0.0
RES-002505,2022-10-17,2022,10,Papel y cartón of.,Papel de impresión y documentos,2.63,1.08,1.55,Municipal,41.06463878326997
RES-002506,2022-10-24,2022,10,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,15.47,Municipal,45.7002457002457
RES-002507,2022-10-24,2022,10,Plástico,"Film, espumas y plásticos varios",12.79,0.0,12.79,Municipal,0.0
RES-002508,2022-10-24,2022,10,E-waste,Componentes y productos defectuosos,6.98,3.18,3.8,VerdeLogística,45.55873925501432
RES-002509,2022-10-24,2022,10,Pilas y baterías,Pilas agotadas y baterías de litio,2.7,1.16,1.54,VerdeLogística,42.96296296296296
RES-002510,2022-10-24,2022,10,Residuo general,Residuos de oficina y comedor,7.7,0.0,7.7,EcoRetiro SA,0.0
RES-002511,2022-10-24,2022,10,Papel y cartón of.,Papel de impresión y documentos,3.53,1.38,2.15,Municipal,39.09348441926346
RES-002512,2022-10-31,2022,10,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,16.88,Municipal,47.03668861712135
RES-002513,2022-10-31,2022,10,Plástico,"Film, espumas y plásticos varios",13.11,0.0,13.11,VerdeLogística,0.0
RES-002514,2022-10-31,2022,10,E-waste,Componentes y productos defectuosos,5.28,2.45,2.83,VerdeLogística,46.401515151515156
RES-002515,2022-10-31,2022,10,Pilas y baterías,Pilas agotadas y baterías de litio,2.12,0.92,1.2,Municipal,43.39622641509434
RES-002516,2022-10-31,2022,10,Residuo general,Residuos de oficina y comedor,9.78,0.0,9.78,Municipal,0.0
RES-002517,2022-10-31,2022,10,Papel y cartón of.,Papel de impresión y documentos,2.73,1.25,1.48,EcoRetiro SA,45.78754578754579
RES-002518,2022-11-07,2022,11,Embalaje cartón,Cajas y embalajes de productos,21.15,6.5249999999999995,12.45,EcoRetiro SA,41.18203309692672
RES-002519,2022-11-07,2022,11,Plástico,"Film, espumas y plásticos varios",12.63,0.0,12.63,Municipal,0.0
RES-002520,2022-11-07,2022,11,E-waste,Componentes y productos defectuosos,7.65,3.47,4.18,Municipal,45.35947712418301
RES-002521,2022-11-07,2022,11,Pilas y baterías,Pilas agotadas y baterías de litio,2.12,0.84,1.29,EcoRetiro SA,39.62264150943396
RES-002522,2022-11-07,2022,11,Residuo general,Residuos de oficina y comedor,8.51,0.0,8.51,Municipal,0.0
RES-002523,2022-11-07,2022,11,Papel y cartón of.,Papel de impresión y documentos,3.51,1.6,1.91,VerdeLogística,45.58404558404559
RES-002524,2022-11-14,2022,11,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,16.35,Municipal,40.06598240469208
RES-002525,2022-11-14,2022,11,Plástico,"Film, espumas y plásticos varios",10.43,0.0,10.43,Municipal,0.0
RES-002526,2022-11-14,2022,11,E-waste,Componentes y productos defectuosos,7.47,3.15,4.31,VerdeLogística,42.168674698795186
RES-002527,2022-11-14,2022,11,Pilas y baterías,Pilas agotadas y baterías de litio,2.85,1.31,1.54,Municipal,45.96491228070175
RES-002528,2022-11-14,2022,11,Residuo general,Residuos de oficina y comedor,8.02,0.0,8.02,VerdeLogística,0.0
RES-002529,2022-11-14,2022,11,Papel y cartón of.,Papel de impresión y documentos,3.25,1.35,1.9,EcoRetiro SA,41.53846153846154
RES-002530,2022-11-21,2022,11,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,14.34,EcoRetiro SA,46.84951816160119
RES-002531,2022-11-21,2022,11,Plástico,"Film, espumas y plásticos varios",10.13,0.0,10.13,EcoRetiro SA,0.0
RES-002532,2022-11-21,2022,11,E-waste,Componentes y productos defectuosos,6.49,2.82,3.67,EcoRetiro SA,43.45146379044684
RES-002533,2022-11-21,2022,11,Pilas y baterías,Pilas agotadas y baterías de litio,2.57,1.13,1.44,VerdeLogística,43.96887159533074
RES-002534,2022-11-21,2022,11,Residuo general,Residuos de oficina y comedor,9.22,0.0,9.22,EcoRetiro SA,0.0
RES-002535,2022-11-21,2022,11,Papel y cartón of.,Papel de impresión y documentos,3.23,1.31,1.93,EcoRetiro SA,40.55727554179567
RES-002536,2022-11-28,2022,11,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,16.8,Municipal,41.197059852992645
RES-002537,2022-11-28,2022,11,Plástico,"Film, espumas y plásticos varios",9.48,0.0,9.48,VerdeLogística,0.0
RES-002538,2022-11-28,2022,11,E-waste,Componentes y productos defectuosos,5.96,2.55,3.41,EcoRetiro SA,42.785234899328856
RES-002539,2022-11-28,2022,11,Pilas y baterías,Pilas agotadas y baterías de litio,2.73,1.04,1.69,VerdeLogística,38.0952380952381
RES-002540,2022-11-28,2022,11,Residuo general,Residuos de oficina y comedor,7.26,0.0,7.26,VerdeLogística,0.0
RES-002541,2022-11-28,2022,11,Papel y cartón of.,Papel de impresión y documentos,3.88,1.56,2.32,Municipal,40.20618556701031
RES-002542,2022-12-05,2022,12,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,13.97,VerdeLogística,41.91268191268191
RES-002543,2022-12-05,2022,12,Plástico,"Film, espumas y plásticos varios",9.53,0.0,9.53,Municipal,0.0
RES-002544,2022-12-05,2022,12,E-waste,Componentes y productos defectuosos,8.49,3.29,5.2,Municipal,38.75147232037691
RES-002545,2022-12-05,2022,12,Pilas y baterías,Pilas agotadas y baterías de litio,2.39,1.05,1.33,VerdeLogística,43.93305439330544
RES-002546,2022-12-05,2022,12,Residuo general,Residuos de oficina y comedor,9.94,0.0,9.94,Municipal,0.0
RES-002547,2022-12-05,2022,12,Papel y cartón of.,Papel de impresión y documentos,2.92,1.28,1.64,VerdeLogística,43.83561643835617
RES-002548,2022-12-12,2022,12,Embalaje cartón,Cajas y embalajes de productos,20.76,6.5249999999999995,11.77,EcoRetiro SA,43.30443159922929
RES-002549,2022-12-12,2022,12,Plástico,"Film, espumas y plásticos varios",10.92,0.0,10.92,Municipal,0.0
RES-002550,2022-12-12,2022,12,E-waste,Componentes y productos defectuosos,7.1,3.06,4.04,VerdeLogística,43.098591549295776
RES-002551,2022-12-12,2022,12,Pilas y baterías,Pilas agotadas y baterías de litio,2.28,0.95,1.33,Municipal,41.66666666666667
RES-002552,2022-12-12,2022,12,Residuo general,Residuos de oficina y comedor,6.8,0.0,6.8,EcoRetiro SA,0.0
RES-002553,2022-12-12,2022,12,Papel y cartón of.,Papel de impresión y documentos,3.05,1.48,1.58,Municipal,48.52459016393443
RES-002554,2022-12-19,2022,12,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,15.66,Municipal,44.859154929577464
RES-002555,2022-12-19,2022,12,Plástico,"Film, espumas y plásticos varios",10.0,0.0,10.0,EcoRetiro SA,0.0
RES-002556,2022-12-19,2022,12,E-waste,Componentes y productos defectuosos,7.21,2.95,4.27,EcoRetiro SA,40.915395284327325
RES-002557,2022-12-19,2022,12,Pilas y baterías,Pilas agotadas y baterías de litio,1.82,0.76,1.06,Municipal,41.75824175824176
RES-002558,2022-12-19,2022,12,Residuo general,Residuos de oficina y comedor,10.39,0.0,10.39,EcoRetiro SA,0.0
RES-002559,2022-12-19,2022,12,Papel y cartón of.,Papel de impresión y documentos,2.4,1.08,1.32,EcoRetiro SA,45.00000000000001
RES-002560,2022-12-26,2022,12,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,13.29,VerdeLogística,52.90780141843972
RES-002561,2022-12-26,2022,12,Plástico,"Film, espumas y plásticos varios",14.81,0.0,14.81,Municipal,0.0
RES-002562,2022-12-26,2022,12,E-waste,Componentes y productos defectuosos,4.69,2.24,2.45,VerdeLogística,47.76119402985074
RES-002563,2022-12-26,2022,12,Pilas y baterías,Pilas agotadas y baterías de litio,2.18,0.9,1.28,Municipal,41.28440366972477
RES-002564,2022-12-26,2022,12,Residuo general,Residuos de oficina y comedor,7.95,0.0,7.95,Municipal,0.0
RES-002565,2022-12-26,2022,12,Papel y cartón of.,Papel de impresión y documentos,3.11,1.48,1.63,Municipal,47.58842443729904
RES-002566,2023-01-02,2023,1,Embalaje cartón,Cajas y embalajes de productos,18.44,6.5249999999999995,7.25,VerdeLogística,60.68329718004337
RES-002567,2023-01-02,2023,1,Plástico,"Film, espumas y plásticos varios",12.56,1.63,10.92,VerdeLogística,12.977707006369426
RES-002568,2023-01-02,2023,1,E-waste,Componentes y productos defectuosos,4.58,2.91,1.67,VerdeLogística,63.53711790393013
RES-002569,2023-01-02,2023,1,Pilas y baterías,Pilas agotadas y baterías de litio,1.96,1.31,0.66,EcoRetiro SA,66.83673469387756
RES-002570,2023-01-02,2023,1,Residuo general,Residuos de oficina y comedor,9.07,1.18,7.89,EcoRetiro SA,13.00992282249173
RES-002571,2023-01-02,2023,1,Papel y cartón of.,Papel de impresión y documentos,4.1,2.05,2.06,EcoRetiro SA,50.0
RES-002572,2023-01-09,2023,1,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,12.1,VerdeLogística,60.11865524060646
RES-002573,2023-01-09,2023,1,Plástico,"Film, espumas y plásticos varios",13.88,1.8,12.08,EcoRetiro SA,12.968299711815561
RES-002574,2023-01-09,2023,1,E-waste,Componentes y productos defectuosos,6.16,3.68,2.48,VerdeLogística,59.74025974025974
RES-002575,2023-01-09,2023,1,Pilas y baterías,Pilas agotadas y baterías de litio,2.2,1.51,0.69,VerdeLogística,68.63636363636363
RES-002576,2023-01-09,2023,1,Residuo general,Residuos de oficina y comedor,9.94,1.29,8.65,EcoRetiro SA,12.977867203219319
RES-002577,2023-01-09,2023,1,Papel y cartón of.,Papel de impresión y documentos,3.59,2.1,1.48,Municipal,58.495821727019504
RES-002578,2023-01-16,2023,1,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,7.17,VerdeLogística,69.41126279863481
RES-002579,2023-01-16,2023,1,Plástico,"Film, espumas y plásticos varios",12.3,1.6,10.7,EcoRetiro SA,13.008130081300811
RES-002580,2023-01-16,2023,1,E-waste,Componentes y productos defectuosos,7.01,5.28,1.73,VerdeLogística,75.320970042796
RES-002581,2023-01-16,2023,1,Pilas y baterías,Pilas agotadas y baterías de litio,2.11,1.65,0.47,Municipal,78.19905213270142
RES-002582,2023-01-16,2023,1,Residuo general,Residuos de oficina y comedor,9.46,1.23,8.23,VerdeLogística,13.00211416490486
RES-002583,2023-01-16,2023,1,Papel y cartón of.,Papel de impresión y documentos,3.33,2.15,1.18,VerdeLogística,64.56456456456456
RES-002584,2023-01-23,2023,1,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,9.74,Municipal,58.37606837606838
RES-002585,2023-01-23,2023,1,Plástico,"Film, espumas y plásticos varios",11.21,1.46,9.75,VerdeLogística,13.02408563782337
RES-002586,2023-01-23,2023,1,E-waste,Componentes y productos defectuosos,7.37,4.45,2.92,Municipal,60.379918588873814
RES-002587,2023-01-23,2023,1,Pilas y baterías,Pilas agotadas y baterías de litio,3.17,2.05,1.12,Municipal,64.66876971608832
RES-002588,2023-01-23,2023,1,Residuo general,Residuos de oficina y comedor,8.19,1.06,7.12,VerdeLogística,12.942612942612945
RES-002589,2023-01-23,2023,1,Papel y cartón of.,Papel de impresión y documentos,2.91,1.79,1.12,EcoRetiro SA,61.512027491408936
RES-002590,2023-01-30,2023,1,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,8.25,VerdeLogística,76.20421113354485
RES-002591,2023-01-30,2023,1,Plástico,"Film, espumas y plásticos varios",12.45,1.62,10.83,VerdeLogística,13.012048192771086
RES-002592,2023-01-30,2023,1,E-waste,Componentes y productos defectuosos,6.66,3.71,2.95,EcoRetiro SA,55.7057057057057
RES-002593,2023-01-30,2023,1,Pilas y baterías,Pilas agotadas y baterías de litio,1.47,0.98,0.5,EcoRetiro SA,66.66666666666666
RES-002594,2023-01-30,2023,1,Residuo general,Residuos de oficina y comedor,8.46,1.1,7.36,EcoRetiro SA,13.002364066193852
