id_orden_compra,fecha_emision,fecha_pago,proveedor,categoria,monto_ars,condicion_pago,estado
OC-5566,2023-03-01,2023-03-06,NetSupply SA,Redes,973229224,Contado,Pagado
OC-5567,2023-03-01,2023-03-15,NetSupply SA,Seguridad,724751933,30 días,Pagado
OC-5568,2023-04-01,2023-04-08,DistribuidoraTech SA,Smartphones,4523780545,60 días,Pagado
OC-5569,2023-04-01,2023-04-18,MegaComputo SRL,Computación,4987009898,Contado,Pagado
OC-5570,2023-04-01,2023-04-09,DistribuidoraTech SA,Tablets,2081250912,60 días,Pagado
OC-5571,2023-04-01,2023-04-05,ElectroImport SA,TV/Audio,3850030565,30 días,Pagado
OC-5572,2023-04-01,2023-04-18,AccesoriosTotal SRL,Accesorios,182818409,Contado,Pagado
OC-5573,2023-04-01,2023-04-19,MegaComputo SRL,Periféricos,2297217567,60 días,Pagado
OC-5574,2023-04-01,2023-04-07,MegaComputo SRL,Almacenamiento,1209751308,60 días,Pagado
OC-5575,2023-04-01,2023-04-09,NetSupply SA,Redes,970065785,30 días,Pagado
OC-5576,2023-04-01,2023-04-18,NetSupply SA,Seguridad,845454019,Contado,Pagado
OC-5577,2023-05-01,2023-05-11,DistribuidoraTech SA,Smartphones,6034307828,60 días,Pagado
OC-5578,2023-05-01,2023-05-17,MegaComputo SRL,Computación,6683166168,60 días,Pagado
OC-5579,2023-05-01,2023-05-09,DistribuidoraTech SA,Tablets,211147249,60 días,Pagado
OC-5580,2023-05-01,2023-05-17,ElectroImport SA,TV/Audio,4753842794,60 días,Pagado
OC-5581,2023-05-01,2023-05-12,AccesoriosTotal SRL,Accesorios,2563990986,60 días,Pagado
OC-5582,2023-05-01,2023-05-06,MegaComputo SRL,Periféricos,3471627272,Contado,Pagado
OC-5583,2023-05-01,2023-05-06,MegaComputo SRL,Almacenamiento,196747880,30 días,Pagado
OC-5584,2023-05-01,2023-05-16,NetSupply SA,Redes,1408745848,Contado,Pagado
OC-5585,2023-05-01,2023-05-13,NetSupply SA,Seguridad,112149970,Contado,Pagado
OC-5586,2023-06-01,2023-06-19,DistribuidoraTech SA,Smartphones,429808048,Contado,Pagado
OC-5587,2023-06-01,2023-06-11,MegaComputo SRL,Computación,4843306774,60 días,Pagado
OC-5588,2023-06-01,2023-06-18,DistribuidoraTech SA,Tablets,2028166216,Contado,Pagado
OC-5589,2023-06-01,2023-06-19,ElectroImport SA,TV/Audio,3466461145,Contado,Pagado
OC-5590,2023-06-01,2023-06-18,AccesoriosTotal SRL,Accesorios,149202826,60 días,Pagado
OC-5591,2023-06-01,2023-06-07,MegaComputo SRL,Periféricos,1837486158,30 días,Pagado
OC-5592,2023-06-01,2023-06-05,MegaComputo SRL,Almacenamiento,1385426237,Contado,Pagado
OC-5593,2023-06-01,2023-06-05,NetSupply SA,Redes,1020179342,60 días,Pagado
OC-5594,2023-06-01,2023-06-08,NetSupply SA,Seguridad,762982576,60 días,Pagado
OC-5595,2023-07-01,2023-07-12,DistribuidoraTech SA,Smartphones,4162460116,Contado,Pagado
OC-5596,2023-07-01,2023-07-19,MegaComputo SRL,Computación,4816096162,60 días,Pagado
OC-5597,2023-07-01,2023-07-13,DistribuidoraTech SA,Tablets,2322319464,Contado,Pagado
OC-5598,2023-07-01,2023-07-19,ElectroImport SA,TV/Audio,3590356467,30 días,Pagado
OC-5599,2023-07-01,2023-07-09,AccesoriosTotal SRL,Accesorios,1936740104,60 días,Pagado
OC-5600,2023-07-01,2023-07-16,MegaComputo SRL,Periféricos,235255283,Contado,Pagado
OC-5601,2023-07-01,2023-07-10,MegaComputo SRL,Almacenamiento,1366734526,30 días,Pagado
OC-5602,2023-07-01,2023-07-05,NetSupply SA,Redes,963553768,60 días,Pagado
OC-5603,2023-07-01,2023-07-09,NetSupply SA,Seguridad,976704973,Contado,Pagado
OC-5604,2023-08-01,2023-08-15,DistribuidoraTech SA,Smartphones,4224983889,Contado,Pagado
OC-5605,2023-08-01,2023-08-10,MegaComputo SRL,Computación,4286610201,30 días,Pagado
OC-5606,2023-08-01,2023-08-10,DistribuidoraTech SA,Tablets,1722783803,30 días,Pagado
OC-5607,2023-08-01,2023-08-12,ElectroImport SA,TV/Audio,3762905406,Contado,Pagado
OC-5608,2023-08-01,2023-08-10,AccesoriosTotal SRL,Accesorios,191269377,60 días,Pagado
OC-5609,2023-08-01,2023-08-08,MegaComputo SRL,Periféricos,1835425377,60 días,Pagado
OC-5610,2023-08-01,2023-08-15,MegaComputo SRL,Almacenamiento,1291311983,30 días,Pagado
OC-5611,2023-08-01,2023-08-11,NetSupply SA,Redes,1155691077,Contado,Pagado
OC-5612,2023-08-01,2023-08-20,NetSupply SA,Seguridad,909540873,Contado,Pagado
OC-5613,2023-09-01,2023-09-07,DistribuidoraTech SA,Smartphones,3630161799,Contado,Pagado
OC-5614,2023-09-01,2023-09-06,MegaComputo SRL,Computación,413652138,30 días,Pagado
OC-5615,2023-09-01,2023-09-13,DistribuidoraTech SA,Tablets,1832714951,Contado,Pagado
OC-5616,2023-09-01,2023-09-16,ElectroImport SA,TV/Audio,3134660712,30 días,Pagado
OC-5617,2023-09-01,2023-09-09,AccesoriosTotal SRL,Accesorios,1592777794,60 días,Pagado
OC-5618,2023-09-01,2023-09-16,MegaComputo SRL,Periféricos,1826822006,30 días,Pagado
OC-5619,2023-09-01,2023-09-19,MegaComputo SRL,Almacenamiento,1020165943,30 días,Pagado
OC-5620,2023-09-01,2023-09-15,NetSupply SA,Redes,964882291,Contado,Pagado
OC-5621,2023-09-01,2023-09-14,NetSupply SA,Seguridad,805669302,60 días,Pagado
OC-5622,2023-10-01,2023-10-16,DistribuidoraTech SA,Smartphones,5177637968,30 días,Pagado
OC-5623,2023-10-01,2023-10-14,MegaComputo SRL,Computación,6134200138,60 días,Pagado
OC-5624,2023-10-01,2023-10-20,DistribuidoraTech SA,Tablets,2462918789,30 días,Pagado
OC-5625,2023-10-01,2023-10-11,ElectroImport SA,TV/Audio,3797058758,Contado,Pagado
OC-5626,2023-10-01,2023-10-11,AccesoriosTotal SRL,Accesorios,216210990,60 días,Pagado
OC-5627,2023-10-01,2023-10-14,MegaComputo SRL,Periféricos,2775364187,30 días,Pagado
OC-5628,2023-10-01,2023-10-08,MegaComputo SRL,Almacenamiento,1581254638,30 días,Pagado
OC-5629,2023-10-01,2023-10-08,NetSupply SA,Redes,1488216485,30 días,Pagado
OC-5630,2023-10-01,2023-10-18,NetSupply SA,Seguridad,985723713,30 días,Pagado
OC-5631,2023-11-01,2023-11-18,DistribuidoraTech SA,Smartphones,7631351651,Contado,Pagado
OC-5632,2023-11-01,2023-11-12,MegaComputo SRL,Computación,7159783081,Contado,Pagado
OC-5633,2023-11-01,2023-11-08,DistribuidoraTech SA,Tablets,2884900696,Contado,Pagado
OC-5634,2023-11-01,2023-11-06,ElectroImport SA,TV/Audio,5590043545,60 días,Pagado
OC-5635,2023-11-01,2023-11-18,AccesoriosTotal SRL,Accesorios,2292693805,60 días,Pagado
OC-5636,2023-11-01,2023-11-17,MegaComputo SRL,Periféricos,384841430,30 días,Pagado
OC-5637,2023-11-01,2023-11-13,MegaComputo SRL,Almacenamiento,1846656797,30 días,Pagado
OC-5638,2023-11-01,2023-11-12,NetSupply SA,Redes,1743224123,30 días,Pagado
OC-5639,2023-11-01,2023-11-05,NetSupply SA,Seguridad,1302405728,Contado,Pagado
OC-5640,2023-12-01,2023-12-05,DistribuidoraTech SA,Smartphones,5849712396,Contado,Pagado
OC-5641,2023-12-01,2023-12-14,MegaComputo SRL,Computación,7575956471,60 días,Pagado
OC-5642,2023-12-01,2023-12-11,DistribuidoraTech SA,Tablets,2987057408,30 días,Pagado
OC-5643,2023-12-01,2023-12-16,ElectroImport SA,TV/Audio,6337956896,60 días,Pagado
OC-5644,2023-12-01,2023-12-10,AccesoriosTotal SRL,Accesorios,262625181,60 días,Pagado
OC-5645,2023-12-01,2023-12-08,MegaComputo SRL,Periféricos,3022784544,60 días,Pagado
OC-5646,2023-12-01,2023-12-12,MegaComputo SRL,Almacenamiento,1626978243,Contado,Pagado
OC-5647,2023-12-01,2023-12-06,NetSupply SA,Redes,1497339093,30 días,Pagado
OC-5648,2023-12-01,2023-12-17,NetSupply SA,Seguridad,1299780011,60 días,Pagado
OC-5649,2024-01-01,2024-01-10,DistribuidoraTech SA,Smartphones,11602118714,60 días,Pagado
OC-5650,2024-01-01,2024-01-16,MegaComputo SRL,Computación,13959015793,30 días,Pagado
OC-5651,2024-01-01,2024-01-16,DistribuidoraTech SA,Tablets,553794205,30 días,Pagado
OC-5652,2024-01-01,2024-01-19,ElectroImport SA,TV/Audio,8613168425,Contado,Pagado
OC-5653,2024-01-01,2024-01-09,AccesoriosTotal SRL,Accesorios,4627291057,60 días,Pagado
OC-5654,2024-01-01,2024-01-07,MegaComputo SRL,Periféricos,5565800502,30 días,Pagado
OC-5655,2024-01-01,2024-01-19,MegaComputo SRL,Almacenamiento,3686885754,30 días,Pagado
OC-5656,2024-01-01,2024-01-13,NetSupply SA,Redes,3093069959,Contado,Pagado
OC-5657,2024-01-01,2024-01-17,NetSupply SA,Seguridad,2276897895,60 días,Pagado
OC-5658,2024-02-01,2024-02-18,DistribuidoraTech SA,Smartphones,10315875758,Contado,Pagado
OC-5659,2024-02-01,2024-02-11,MegaComputo SRL,Computación,15999315872,Contado,Pagado
OC-5660,2024-02-01,2024-02-14,DistribuidoraTech SA,Tablets,5480974399,Contado,Pagado
OC-5661,2024-02-01,2024-02-12,ElectroImport SA,TV/Audio,9742196613,Contado,Pagado
OC-5662,2024-02-01,2024-02-11,AccesoriosTotal SRL,Accesorios,4037238547,30 días,Pagado
OC-5663,2024-02-01,2024-02-19,MegaComputo SRL,Periféricos,6280616939,Contado,Pagado
OC-5664,2024-02-01,2024-02-20,MegaComputo SRL,Almacenamiento,3865177154,Contado,Pagado
OC-5665,2024-02-01,2024-02-18,NetSupply SA,Redes,3048704264,Contado,Pagado
OC-5666,2024-02-01,2024-02-12,NetSupply SA,Seguridad,2400176886,30 días,Pagado
OC-5667,2024-03-01,2024-03-18,DistribuidoraTech SA,Smartphones,13397524605,60 días,Pagado
OC-5668,2024-03-01,2024-03-18,MegaComputo SRL,Computación,13542607314,Contado,Pagado
OC-5669,2024-03-01,2024-03-13,DistribuidoraTech SA,Tablets,5631530307,30 días,Pagado
OC-5670,2024-03-01,2024-03-13,ElectroImport SA,TV/Audio,10407373926,60 días,Pagado
OC-5671,2024-03-01,2024-03-17,AccesoriosTotal SRL,Accesorios,5767614074,30 días,Pagado
OC-5672,2024-03-01,2024-03-18,MegaComputo SRL,Periféricos,6768361837,Contado,Pagado
OC-5673,2024-03-01,2024-03-11,MegaComputo SRL,Almacenamiento,3740123498,Contado,Pagado
OC-5674,2024-03-01,2024-03-12,NetSupply SA,Redes,3141819656,60 días,Pagado
OC-5675,2024-03-01,2024-03-20,NetSupply SA,Seguridad,2192143389,30 días,Pagado
OC-5676,2024-04-01,2024-04-13,DistribuidoraTech SA,Smartphones,14425546458,Contado,Pagado
OC-5677,2024-04-01,2024-04-16,MegaComputo SRL,Computación,15059907401,60 días,Pagado
OC-5678,2024-04-01,2024-04-06,DistribuidoraTech SA,Tablets,6359668885,Contado,Pagado
OC-5679,2024-04-01,2024-04-15,ElectroImport SA,TV/Audio,13840722022,Contado,Pagado
OC-5680,2024-04-01,2024-04-09,AccesoriosTotal SRL,Accesorios,5370479678,Contado,Pagado
OC-5681,2024-04-01,2024-04-12,MegaComputo SRL,Periféricos,7081650097,30 días,Pagado
OC-5682,2024-04-01,2024-04-15,MegaComputo SRL,Almacenamiento,3966384461,60 días,Pagado
OC-5683,2024-04-01,2024-04-06,NetSupply SA,Redes,3434545696,30 días,Pagado
OC-5684,2024-04-01,2024-04-19,NetSupply SA,Seguridad,2567981861,30 días,Pagado
OC-5685,2024-05-01,2024-05-12,DistribuidoraTech SA,Smartphones,13859295476,60 días,Pagado
OC-5686,2024-05-01,2024-05-12,MegaComputo SRL,Computación,1430098200,30 días,Pagado
OC-5687,2024-05-01,2024-05-12,DistribuidoraTech SA,Tablets,624503015,30 días,Pagado
OC-5688,2024-05-01,2024-05-19,ElectroImport SA,TV/Audio,12382402676,Contado,Pagado
OC-5689,2024-05-01,2024-05-08,AccesoriosTotal SRL,Accesorios,5925482065,Contado,Pagado
OC-5690,2024-05-01,2024-05-18,MegaComputo SRL,Periféricos,7463594464,Contado,Pagado
OC-5691,2024-05-01,2024-05-05,MegaComputo SRL,Almacenamiento,4394150323,60 días,Pagado
OC-5692,2024-05-01,2024-05-13,NetSupply SA,Redes,3845435717,60 días,Pagado
OC-5693,2024-05-01,2024-05-14,NetSupply SA,Seguridad,3061429045,60 días,Pagado
OC-5694,2024-06-01,2024-06-19,DistribuidoraTech SA,Smartphones,1631118532,30 días,Pagado
OC-5695,2024-06-01,2024-06-11,MegaComputo SRL,Computación,17431409705,30 días,Pagado
OC-5696,2024-06-01,2024-06-13,DistribuidoraTech SA,Tablets,7749200883,Contado,Pagado
OC-5697,2024-06-01,2024-06-18,ElectroImport SA,TV/Audio,10927147007,30 días,Pagado
OC-5698,2024-06-01,2024-06-12,AccesoriosTotal SRL,Accesorios,6110573304,60 días,Pagado
OC-5699,2024-06-01,2024-06-07,MegaComputo SRL,Periféricos,7616051948,60 días,Pagado
OC-5700,2024-06-01,2024-06-10,MegaComputo SRL,Almacenamiento,5133486589,Contado,Pagado
OC-5701,2024-06-01,2024-06-15,NetSupply SA,Redes,3892288335,60 días,Pagado
OC-5702,2024-06-01,2024-06-10,NetSupply SA,Seguridad,3000777487,60 días,Pagado
OC-5703,2024-07-01,2024-07-18,DistribuidoraTech SA,Smartphones,17633152611,60 días,Pagado
OC-5704,2024-07-01,2024-07-10,MegaComputo SRL,Computación,20356250328,Contado,Pagado
OC-5705,2024-07-01,2024-07-05,DistribuidoraTech SA,Tablets,8289521357,60 días,Pagado
OC-5706,2024-07-01,2024-07-06,ElectroImport SA,TV/Audio,14947955653,Contado,Pagado
OC-5707,2024-07-01,2024-07-14,AccesoriosTotal SRL,Accesorios,7023112115,30 días,Pagado
OC-5708,2024-07-01,2024-07-08,MegaComputo SRL,Periféricos,8891534356,Contado,Pagado
OC-5709,2024-07-01,2024-07-08,MegaComputo SRL,Almacenamiento,5109488399,60 días,Pagado
OC-5710,2024-07-01,2024-07-14,NetSupply SA,Redes,4234631657,30 días,Pagado
OC-5711,2024-07-01,2024-07-07,NetSupply SA,Seguridad,3207482192,60 días,Pagado
OC-5712,2024-08-01,2024-08-08,DistribuidoraTech SA,Smartphones,14236573211,30 días,Pagado
OC-5713,2024-08-01,2024-08-18,MegaComputo SRL,Computación,12704633815,30 días,Pagado
OC-5714,2024-08-01,2024-08-14,DistribuidoraTech SA,Tablets,5435092273,30 días,Pagado
OC-5715,2024-08-01,2024-08-08,ElectroImport SA,TV/Audio,12402676648,Contado,Pagado
OC-5716,2024-08-01,2024-08-19,AccesoriosTotal SRL,Accesorios,5345461139,30 días,Pagado
OC-5717,2024-08-01,2024-08-07,MegaComputo SRL,Periféricos,6819848934,30 días,Pagado
OC-5718,2024-08-01,2024-08-07,MegaComputo SRL,Almacenamiento,365416509,Contado,Pagado
OC-5719,2024-08-01,2024-08-10,NetSupply SA,Redes,3503114268,Contado,Pagado
OC-5720,2024-08-01,2024-08-07,NetSupply SA,Seguridad,2994337512,Contado,Pagado
OC-5721,2024-09-01,2024-09-10,DistribuidoraTech SA,Smartphones,15730938372,60 días,Pagado
OC-5722,2024-09-01,2024-09-08,MegaComputo SRL,Computación,1362363796,Contado,Pagado
OC-5723,2024-09-01,2024-09-09,DistribuidoraTech SA,Tablets,6935758131,60 días,Pagado
OC-5724,2024-09-01,2024-09-11,ElectroImport SA,TV/Audio,11285380075,60 días,Pagado
OC-5725,2024-09-01,2024-09-15,AccesoriosTotal SRL,Accesorios,4498322628,30 días,Pagado
OC-5726,2024-09-01,2024-09-06,MegaComputo SRL,Periféricos,6179356022,60 días,Pagado
OC-5727,2024-09-01,2024-09-16,MegaComputo SRL,Almacenamiento,3592307845,Contado,Pagado
OC-5728,2024-09-01,2024-09-05,NetSupply SA,Redes,3693455035,30 días,Pagado
OC-5729,2024-09-01,2024-09-11,NetSupply SA,Seguridad,2776909904,Contado,Pagado
OC-5730,2024-10-01,2024-10-05,DistribuidoraTech SA,Smartphones,1615535499,60 días,Pagado
OC-5731,2024-10-01,2024-10-06,MegaComputo SRL,Computación,1860509817,Contado,Pagado
OC-5732,2024-10-01,2024-10-14,DistribuidoraTech SA,Tablets,8746977169,60 días,Pagado
OC-5733,2024-10-01,2024-10-17,ElectroImport SA,TV/Audio,13313109987,30 días,Pagado
OC-5734,2024-10-01,2024-10-11,AccesoriosTotal SRL,Accesorios,6996476327,30 días,Pagado
OC-5735,2024-10-01,2024-10-17,MegaComputo SRL,Periféricos,8951249945,30 días,Pagado
OC-5736,2024-10-01,2024-10-11,MegaComputo SRL,Almacenamiento,4616295056,30 días,Pagado
OC-5737,2024-10-01,2024-10-14,NetSupply SA,Redes,4453216342,30 días,Pagado
OC-5738,2024-10-01,2024-10-09,NetSupply SA,Seguridad,3659405079,30 días,Pagado
OC-5739,2024-11-01,2024-11-10,DistribuidoraTech SA,Smartphones,25223486575,30 días,Pagado
OC-5740,2024-11-01,2024-11-10,MegaComputo SRL,Computación,25390206775,60 días,Pagado
OC-5741,2024-11-01,2024-11-06,DistribuidoraTech SA,Tablets,11297358091,Contado,Pagado
OC-5742,2024-11-01,2024-11-09,ElectroImport SA,TV/Audio,19417886591,Contado,Pagado
OC-5743,2024-11-01,2024-11-14,AccesoriosTotal SRL,Accesorios,9392725523,60 días,Pagado
OC-5744,2024-11-01,2024-11-20,MegaComputo SRL,Periféricos,12532996212,30 días,Pagado
OC-5745,2024-11-01,2024-11-18,MegaComputo SRL,Almacenamiento,798420211,30 días,Pagado
OC-5746,2024-11-01,2024-11-20,NetSupply SA,Redes,6270035053,Contado,Pagado
OC-5747,2024-11-01,2024-11-10,NetSupply SA,Seguridad,4643225465,60 días,Pagado
OC-5748,2024-12-01,2024-12-18,DistribuidoraTech SA,Smartphones,1964641629,30 días,Pagado
OC-5749,2024-12-01,2024-12-10,MegaComputo SRL,Computación,23437921889,Contado,Pagado
OC-5750,2024-12-01,2024-12-09,DistribuidoraTech SA,Tablets,9313763394,60 días,Pagado
OC-5751,2024-12-01,2024-12-20,ElectroImport SA,TV/Audio,17824825968,60 días,Pagado
OC-5752,2024-12-01,2024-12-12,AccesoriosTotal SRL,Accesorios,7556080823,30 días,Pagado
OC-5753,2024-12-01,2024-12-20,MegaComputo SRL,Periféricos,11070538927,30 días,Pagado
OC-5754,2024-12-01,2024-12-18,MegaComputo SRL,Almacenamiento,5448651349,30 días,Pagado
OC-5755,2024-12-01,2024-12-11,NetSupply SA,Redes,503962168,30 días,Pagado
OC-5756,2024-12-01,2024-12-12,NetSupply SA,Seguridad,4279776578,60 días,Pagado
OC-5757,2025-01-01,2025-01-16,DistribuidoraTech SA,Smartphones,25188693287,30 días,Pagado
OC-5758,2025-01-01,2025-01-15,MegaComputo SRL,Computación,28940418475,60 días,Pagado
OC-5759,2025-01-01,2025-01-17,DistribuidoraTech SA,Tablets,12705620963,Contado,Pagado
OC-5760,2025-01-01,2025-01-12,ElectroImport SA,TV/Audio,19411084113,60 días,Pagado
OC-5761,2025-01-01,2025-01-09,AccesoriosTotal SRL,Accesorios,902497204,60 días,Pagado
OC-5762,2025-01-01,2025-01-14,MegaComputo SRL,Periféricos,1155468253,Contado,Pagado
OC-5763,2025-01-01,2025-01-05,MegaComputo SRL,Almacenamiento,7571005033,30 días,Pagado
OC-5764,2025-01-01,2025-01-06,NetSupply SA,Redes,6987622876,Contado,Pagado
OC-5765,2025-01-01,2025-01-19,NetSupply SA,Seguridad,4955803171,Contado,Pagado
OC-5766,2025-02-01,2025-02-18,DistribuidoraTech SA,Smartphones,24833938937,Contado,Pagado
OC-5767,2025-02-01,2025-02-06,MegaComputo SRL,Computación,20929271342,30 días,Pagado
OC-5768,2025-02-01,2025-02-19,DistribuidoraTech SA,Tablets,8197971711,Contado,Pagado
OC-5769,2025-02-01,2025-02-12,ElectroImport SA,TV/Audio,1726229918,Contado,Pagado
OC-5770,2025-02-01,2025-02-16,AccesoriosTotal SRL,Accesorios,8088196011,Contado,Pagado
OC-5771,2025-02-01,2025-02-13,MegaComputo SRL,Periféricos,9952844583,60 días,Pagado
OC-5772,2025-02-01,2025-02-12,MegaComputo SRL,Almacenamiento,636505906,Contado,Pagado
OC-5773,2025-02-01,2025-02-14,NetSupply SA,Redes,4773208771,Contado,Pagado
OC-5774,2025-02-01,2025-02-18,NetSupply SA,Seguridad,442100885,Contado,Pagado
OC-5775,2025-03-01,2025-03-16,DistribuidoraTech SA,Smartphones,2724176911,Contado,Pagado
OC-5776,2025-03-01,2025-03-11,MegaComputo SRL,Computación,28659486384,Contado,Pagado
OC-5777,2025-03-01,2025-03-08,DistribuidoraTech SA,Tablets,12273694654,30 días,Pagado
OC-5778,2025-03-01,2025-03-15,ElectroImport SA,TV/Audio,24740483121,30 días,Pagado
OC-5779,2025-03-01,2025-03-13,AccesoriosTotal SRL,Accesorios,10517793902,Contado,Pagado
OC-5780,2025-03-01,2025-03-13,MegaComputo SRL,Periféricos,1288464402,60 días,Pagado
OC-5781,2025-03-01,2025-03-10,MegaComputo SRL,Almacenamiento,8479093901,30 días,Pagado
OC-5782,2025-03-01,2025-03-10,NetSupply SA,Redes,6349703946,60 días,Pagado
OC-5783,2025-03-01,2025-03-05,NetSupply SA,Seguridad,5571015032,Contado,Pagado
OC-5784,2025-04-01,2025-04-15,DistribuidoraTech SA,Smartphones,29754085547,60 días,Pagado
OC-5785,2025-04-01,2025-04-15,MegaComputo SRL,Computación,34150023049,Contado,Pagado
OC-5786,2025-04-01,2025-04-10,DistribuidoraTech SA,Tablets,12241282248,60 días,Pagado
OC-5787,2025-04-01,2025-04-13,ElectroImport SA,TV/Audio,19976917108,60 días,Pagado
OC-5788,2025-04-01,2025-04-09,AccesoriosTotal SRL,Accesorios,10938089896,60 días,Pagado
OC-5789,2025-04-01,2025-04-07,MegaComputo SRL,Periféricos,14157063491,Contado,Pagado
OC-5790,2025-04-01,2025-04-14,MegaComputo SRL,Almacenamiento,7962050275,Contado,Pagado
OC-5791,2025-04-01,2025-04-17,NetSupply SA,Redes,7053590988,60 días,Pagado
OC-5792,2025-04-01,2025-04-16,NetSupply SA,Seguridad,6362448205,Contado,Pagado
OC-5793,2025-05-01,2025-05-18,DistribuidoraTech SA,Smartphones,43560327247,Contado,Pagado
OC-5794,2025-05-01,2025-05-08,MegaComputo SRL,Computación,46961195746,Contado,Pagado
OC-5795,2025-05-01,2025-05-12,DistribuidoraTech SA,Tablets,22082172224,Contado,Pagado
OC-5796,2025-05-01,2025-05-09,ElectroImport SA,TV/Audio,32896257552,60 días,Pagado
OC-5797,2025-05-01,2025-05-10,AccesoriosTotal SRL,Accesorios,1827673269,30 días,Pagado
OC-5798,2025-05-01,2025-05-20,MegaComputo SRL,Periféricos,21866105007,60 días,Pagado
OC-5799,2025-05-01,2025-05-12,MegaComputo SRL,Almacenamiento,11882218013,30 días,Pagado
OC-5800,2025-05-01,2025-05-17,NetSupply SA,Redes,11280816093,60 días,Pagado
OC-5801,2025-05-01,2025-05-06,NetSupply SA,Seguridad,8670529083,60 días,Pagado
OC-5802,2025-06-01,2025-06-20,DistribuidoraTech SA,Smartphones,39947847213,Contado,Pagado
OC-5803,2025-06-01,2025-06-05,MegaComputo SRL,Computación,42906259152,60 días,Pagado
OC-5804,2025-06-01,2025-06-06,DistribuidoraTech SA,Tablets,17518725222,Contado,Pagado
OC-5805,2025-06-01,2025-06-10,ElectroImport SA,TV/Audio,2838286843,30 días,Pagado
OC-5806,2025-06-01,2025-06-13,AccesoriosTotal SRL,Accesorios,14661887902,30 días,Pagado
OC-5807,2025-06-01,2025-06-12,MegaComputo SRL,Periféricos,19581780951,60 días,Pagado
OC-5808,2025-06-01,2025-06-18,MegaComputo SRL,Almacenamiento,1069839539,Contado,Pagado
OC-5809,2025-06-01,2025-06-08,NetSupply SA,Redes,956850503,Contado,Pagado
OC-5810,2025-06-01,2025-06-15,NetSupply SA,Seguridad,7893267121,60 días,Pagado
OC-5811,2025-07-01,2025-07-14,DistribuidoraTech SA,Smartphones,45271159574,30 días,Pagado
OC-5812,2025-07-01,2025-07-08,MegaComputo SRL,Computación,4495214792,30 días,Pagado
OC-5813,2025-07-01,2025-07-08,DistribuidoraTech SA,Tablets,18617735205,30 días,Pagado
OC-5814,2025-07-01,2025-07-17,ElectroImport SA,TV/Audio,34706145564,30 días,Pagado
OC-5815,2025-07-01,2025-07-08,AccesoriosTotal SRL,Accesorios,16083494786,60 días,Pagado
OC-5816,2025-07-01,2025-07-16,MegaComputo SRL,Periféricos,18993063105,30 días,Pagado
OC-5817,2025-07-01,2025-07-20,MegaComputo SRL,Almacenamiento,1317598306,Contado,Pagado
OC-5818,2025-07-01,2025-07-08,NetSupply SA,Redes,10454512991,60 días,Pagado
OC-5819,2025-07-01,2025-07-08,NetSupply SA,Seguridad,8908634383,Contado,Pagado
OC-5820,2025-08-01,2025-08-07,DistribuidoraTech SA,Smartphones,29421425387,Contado,Pagado
OC-5821,2025-08-01,2025-08-12,MegaComputo SRL,Computación,34153343454,60 días,Pagado
OC-5822,2025-08-01,2025-08-06,DistribuidoraTech SA,Tablets,11872392508,30 días,Pagado
OC-5823,2025-08-01,2025-08-18,ElectroImport SA,TV/Audio,25865777926,30 días,Pagado
OC-5824,2025-08-01,2025-08-10,AccesoriosTotal SRL,Accesorios,11803630794,60 días,Pagado
OC-5825,2025-08-01,2025-08-16,MegaComputo SRL,Periféricos,1524482844,30 días,Pagado
OC-5826,2025-08-01,2025-08-14,MegaComputo SRL,Almacenamiento,9136983929,Contado,Pagado
OC-5827,2025-08-01,2025-08-09,NetSupply SA,Redes,7493908222,Contado,Pagado
OC-5828,2025-08-01,2025-08-20,NetSupply SA,Seguridad,6198442197,60 días,Pagado
OC-5829,2025-09-01,2025-09-17,DistribuidoraTech SA,Smartphones,33908138751,Contado,Pagado
OC-5830,2025-09-01,2025-09-09,MegaComputo SRL,Computación,37912253714,60 días,Pagado
OC-5831,2025-09-01,2025-09-19,DistribuidoraTech SA,Tablets,13707964598,Contado,Pagado
OC-5832,2025-09-01,2025-09-08,ElectroImport SA,TV/Audio,28769796369,30 días,Pagado
OC-5833,2025-09-01,2025-09-05,AccesoriosTotal SRL,Accesorios,13414176082,30 días,Pagado
OC-5834,2025-09-01,2025-09-12,MegaComputo SRL,Periféricos,1739712552,30 días,Pagado
OC-5835,2025-09-01,2025-09-17,MegaComputo SRL,Almacenamiento,10056568915,30 días,Pagado
OC-5836,2025-09-01,2025-09-14,NetSupply SA,Redes,7746096444,30 días,Pagado
OC-5837,2025-09-01,2025-09-06,NetSupply SA,Seguridad,8146178058,30 días,Pagado
OC-5838,2025-10-01,2025-10-15,DistribuidoraTech SA,Smartphones,39664892244,60 días,Pagado
OC-5839,2025-10-01,2025-10-07,MegaComputo SRL,Computación,37743783218,60 días,Pagado
OC-5840,2025-10-01,2025-10-14,DistribuidoraTech SA,Tablets,17541018641,60 días,Pagado
OC-5841,2025-10-01,2025-10-05,ElectroImport SA,TV/Audio,3042935184,30 días,Pagado
OC-5842,2025-10-01,2025-10-06,AccesoriosTotal SRL,Accesorios,15503772056,30 días,Pagado
OC-5843,2025-10-01,2025-10-20,MegaComputo SRL,Periféricos,17064574761,60 días,Pagado
OC-5844,2025-10-01,2025-10-16,MegaComputo SRL,Almacenamiento,11808975303,60 días,Pagado
