id_registro,fecha_semana,anio,mes,tipo_residuo,descripcion,kg_generados,kg_reciclados,kg_disposicion,operador_retiro
RES-002210,2021-11-08,2021,11,Residuo general,Residuos de oficina y comedor,9.47,0.0,9.47,VerdeLogística
RES-002211,2021-11-08,2021,11,Papel y cartón of.,Papel de impresión y documentos,3.07,1.37,1.7,Municipal
RES-002212,2021-11-15,2021,11,Embalaje cartón,Cajas y embalajes de productos,22.75,9.68,13.06,VerdeLogística
RES-002213,2021-11-15,2021,11,Plástico,"Film, espumas y plásticos varios",9.86,0.0,9.86,Municipal
RES-002214,2021-11-15,2021,11,E-waste,Componentes y productos defectuosos,6.6,2.63,3.98,VerdeLogística
RES-002215,2021-11-15,2021,11,Pilas y baterías,Pilas agotadas y baterías de litio,2.27,0.86,1.41,EcoRetiro SA
RES-002216,2021-11-15,2021,11,Residuo general,Residuos de oficina y comedor,7.94,0.0,7.94,Municipal
RES-002217,2021-11-15,2021,11,Papel y cartón of.,Papel de impresión y documentos,3.95,1.35,2.6,Municipal
RES-002218,2021-11-22,2021,11,Embalaje cartón,Cajas y embalajes de productos,26.84,12.86,13.99,Municipal
RES-002219,2021-11-22,2021,11,Plástico,"Film, espumas y plásticos varios",12.06,0.0,12.06,Municipal
RES-002220,2021-11-22,2021,11,E-waste,Componentes y productos defectuosos,6.24,2.82,3.42,VerdeLogística
RES-002221,2021-11-22,2021,11,Pilas y baterías,Pilas agotadas y baterías de litio,1.99,0.9,1.09,EcoRetiro SA
RES-002222,2021-11-22,2021,11,Residuo general,Residuos de oficina y comedor,9.95,0.0,9.95,Municipal
RES-002223,2021-11-22,2021,11,Papel y cartón of.,Papel de impresión y documentos,3.48,1.61,1.87,VerdeLogística
RES-002224,2021-11-29,2021,11,Embalaje cartón,Cajas y embalajes de productos,22.55,8.37,14.18,Municipal
RES-002225,2021-11-29,2021,11,Plástico,"Film, espumas y plásticos varios",11.89,0.0,11.89,VerdeLogística
RES-002226,2021-11-29,2021,11,E-waste,Componentes y productos defectuosos,8.44,3.58,4.87,EcoRetiro SA
RES-002227,2021-11-29,2021,11,Pilas y baterías,Pilas agotadas y baterías de litio,2.54,0.75,1.78,VerdeLogística
RES-002228,2021-11-29,2021,11,Residuo general,Residuos de oficina y comedor,9.17,0.0,9.17,Municipal
RES-002229,2021-11-29,2021,11,Papel y cartón of.,Papel de impresión y documentos,3.11,1.57,1.54,EcoRetiro SA
RES-002230,2021-12-06,2021,12,Embalaje cartón,Cajas y embalajes de productos,29.69,12.57,17.12,VerdeLogística
RES-002231,2021-12-06,2021,12,Plástico,"Film, espumas y plásticos varios",9.77,0.0,9.77,EcoRetiro SA
RES-002232,2021-12-06,2021,12,E-waste,Componentes y productos defectuosos,7.35,3.49,3.86,EcoRetiro SA
RES-002233,2021-12-06,2021,12,Pilas y baterías,Pilas agotadas y baterías de litio,1.97,0.92,1.04,Municipal
RES-002234,2021-12-06,2021,12,Residuo general,Residuos de oficina y comedor,9.68,0.0,9.68,VerdeLogística
RES-002235,2021-12-06,2021,12,Papel y cartón of.,Papel de impresión y documentos,3.5,1.59,1.91,EcoRetiro SA
RES-002236,2021-12-13,2021,12,Embalaje cartón,Cajas y embalajes de productos,28.86,10.86,18.0,EcoRetiro SA
RES-002237,2021-12-13,2021,12,Plástico,"Film, espumas y plásticos varios",11.21,0.0,11.21,VerdeLogística
RES-002238,2021-12-13,2021,12,E-waste,Componentes y productos defectuosos,6.04,2.26,3.78,Municipal
RES-002239,2021-12-13,2021,12,Pilas y baterías,Pilas agotadas y baterías de litio,1.98,0.69,1.28,EcoRetiro SA
RES-002240,2021-12-13,2021,12,Residuo general,Residuos de oficina y comedor,6.21,0.0,6.21,Municipal
RES-002241,2021-12-13,2021,12,Papel y cartón of.,Papel de impresión y documentos,3.07,1.43,1.64,EcoRetiro SA
RES-002242,2021-12-20,2021,12,Embalaje cartón,Cajas y embalajes de productos,21.45,7.93,13.52,Municipal
RES-002243,2021-12-20,2021,12,Plástico,"Film, espumas y plásticos varios",13.7,0.0,13.7,EcoRetiro SA
RES-002244,2021-12-20,2021,12,E-waste,Componentes y productos defectuosos,5.28,2.22,3.06,Municipal
RES-002245,2021-12-20,2021,12,Pilas y baterías,Pilas agotadas y baterías de litio,2.41,0.99,1.42,EcoRetiro SA
RES-002246,2021-12-20,2021,12,Residuo general,Residuos de oficina y comedor,8.34,0.0,8.34,VerdeLogística
RES-002247,2021-12-20,2021,12,Papel y cartón of.,Papel de impresión y documentos,2.95,1.16,1.79,EcoRetiro SA
RES-002248,2021-12-27,2021,12,Embalaje cartón,Cajas y embalajes de productos,27.89,10.31,17.58,EcoRetiro SA
RES-002249,2021-12-27,2021,12,Plástico,"Film, espumas y plásticos varios",12.92,0.0,12.92,VerdeLogística
RES-002250,2021-12-27,2021,12,E-waste,Componentes y productos defectuosos,4.51,1.93,2.57,Municipal
RES-002251,2021-12-27,2021,12,Pilas y baterías,Pilas agotadas y baterías de litio,1.88,0.83,1.05,EcoRetiro SA
RES-002252,2021-12-27,2021,12,Residuo general,Residuos de oficina y comedor,7.18,0.0,7.18,VerdeLogística
RES-002253,2021-12-27,2021,12,Papel y cartón of.,Papel de impresión y documentos,3.66,1.66,2.0,VerdeLogística
RES-002254,2022-01-03,2022,1,Embalaje cartón,Cajas y embalajes de productos,31.28,12.5,18.78,VerdeLogística
RES-002255,2022-01-03,2022,1,Plástico,"Film, espumas y plásticos varios",13.51,0.0,13.51,Municipal
RES-002256,2022-01-03,2022,1,E-waste,Componentes y productos defectuosos,6.43,2.69,3.74,EcoRetiro SA
RES-002257,2022-01-03,2022,1,Pilas y baterías,Pilas agotadas y baterías de litio,2.51,0.88,1.63,VerdeLogística
RES-002258,2022-01-03,2022,1,Residuo general,Residuos de oficina y comedor,8.4,0.0,8.4,EcoRetiro SA
RES-002259,2022-01-03,2022,1,Papel y cartón of.,Papel de impresión y documentos,3.67,1.45,2.22,EcoRetiro SA
RES-002260,2022-01-10,2022,1,Embalaje cartón,Cajas y embalajes de productos,27.39,13.43,13.96,EcoRetiro SA
RES-002261,2022-01-10,2022,1,Plástico,"Film, espumas y plásticos varios",9.7,0.0,9.7,VerdeLogística
RES-002262,2022-01-10,2022,1,E-waste,Componentes y productos defectuosos,7.15,2.81,4.33,EcoRetiro SA
RES-002263,2022-01-10,2022,1,Pilas y baterías,Pilas agotadas y baterías de litio,2.35,1.04,1.31,EcoRetiro SA
RES-002264,2022-01-10,2022,1,Residuo general,Residuos de oficina y comedor,9.78,0.0,9.78,EcoRetiro SA
RES-002265,2022-01-10,2022,1,Papel y cartón of.,Papel de impresión y documentos,3.68,1.66,2.02,VerdeLogística
RES-002266,2022-01-17,2022,1,Embalaje cartón,Cajas y embalajes de productos,26.82,10.78,16.04,EcoRetiro SA
RES-002267,2022-01-17,2022,1,Plástico,"Film, espumas y plásticos varios",12.73,0.0,12.73,Municipal
RES-002268,2022-01-17,2022,1,E-waste,Componentes y productos defectuosos,4.62,1.86,2.76,VerdeLogística
RES-002269,2022-01-17,2022,1,Pilas y baterías,Pilas agotadas y baterías de litio,2.23,0.95,1.28,EcoRetiro SA
RES-002270,2022-01-17,2022,1,Residuo general,Residuos de oficina y comedor,9.88,0.0,9.88,Municipal
RES-002271,2022-01-17,2022,1,Papel y cartón of.,Papel de impresión y documentos,3.59,1.47,2.11,EcoRetiro SA
RES-002272,2022-01-24,2022,1,Embalaje cartón,Cajas y embalajes de productos,31.0,13.39,17.61,EcoRetiro SA
RES-002273,2022-01-24,2022,1,Plástico,"Film, espumas y plásticos varios",11.23,0.0,11.23,EcoRetiro SA
RES-002274,2022-01-24,2022,1,E-waste,Componentes y productos defectuosos,7.91,3.65,4.27,VerdeLogística
RES-002275,2022-01-24,2022,1,Pilas y baterías,Pilas agotadas y baterías de litio,3.24,1.1,2.15,EcoRetiro SA
RES-002276,2022-01-24,2022,1,Residuo general,Residuos de oficina y comedor,10.39,0.0,10.39,Municipal
RES-002277,2022-01-24,2022,1,Papel y cartón of.,Papel de impresión y documentos,4.26,1.67,2.59,Municipal
RES-002278,2022-01-31,2022,1,Embalaje cartón,Cajas y embalajes de productos,27.07,11.47,15.6,VerdeLogística
RES-002279,2022-01-31,2022,1,Plástico,"Film, espumas y plásticos varios",10.28,0.0,10.28,Municipal
RES-002280,2022-01-31,2022,1,E-waste,Componentes y productos defectuosos,6.05,3.38,2.67,VerdeLogística
RES-002281,2022-01-31,2022,1,Pilas y baterías,Pilas agotadas y baterías de litio,2.32,1.03,1.29,EcoRetiro SA
RES-002282,2022-01-31,2022,1,Residuo general,Residuos de oficina y comedor,9.19,0.0,9.19,EcoRetiro SA
RES-002283,2022-01-31,2022,1,Papel y cartón of.,Papel de impresión y documentos,3.53,1.32,2.21,EcoRetiro SA
RES-002284,2022-02-07,2022,2,Embalaje cartón,Cajas y embalajes de productos,31.54,13.18,18.35,EcoRetiro SA
RES-002285,2022-02-07,2022,2,Plástico,"Film, espumas y plásticos varios",8.45,0.0,8.45,Municipal
RES-002286,2022-02-07,2022,2,E-waste,Componentes y productos defectuosos,6.53,2.83,3.71,VerdeLogística
RES-002287,2022-02-07,2022,2,Pilas y baterías,Pilas agotadas y baterías de litio,2.72,0.99,1.73,Municipal
RES-002288,2022-02-07,2022,2,Residuo general,Residuos de oficina y comedor,8.55,0.0,8.55,VerdeLogística
RES-002289,2022-02-07,2022,2,Papel y cartón of.,Papel de impresión y documentos,3.12,1.2,1.92,VerdeLogística
RES-002290,2022-02-14,2022,2,Embalaje cartón,Cajas y embalajes de productos,28.48,11.43,17.05,VerdeLogística
RES-002291,2022-02-14,2022,2,Plástico,"Film, espumas y plásticos varios",11.85,0.0,11.85,Municipal
RES-002292,2022-02-14,2022,2,E-waste,Componentes y productos defectuosos,5.53,2.29,3.24,Municipal
RES-002293,2022-02-14,2022,2,Pilas y baterías,Pilas agotadas y baterías de litio,2.42,1.06,1.36,VerdeLogística
RES-002294,2022-02-14,2022,2,Residuo general,Residuos de oficina y comedor,8.94,0.0,8.94,EcoRetiro SA
RES-002295,2022-02-14,2022,2,Papel y cartón of.,Papel de impresión y documentos,3.46,1.37,2.09,VerdeLogística
RES-002296,2022-02-21,2022,2,Embalaje cartón,Cajas y embalajes de productos,34.11,14.63,19.48,EcoRetiro SA
RES-002297,2022-02-21,2022,2,Plástico,"Film, espumas y plásticos varios",9.14,0.0,9.14,EcoRetiro SA
RES-002298,2022-02-21,2022,2,E-waste,Componentes y productos defectuosos,4.5,2.12,2.38,EcoRetiro SA
RES-002299,2022-02-21,2022,2,Pilas y baterías,Pilas agotadas y baterías de litio,1.87,0.8,1.07,Municipal
RES-002300,2022-02-21,2022,2,Residuo general,Residuos de oficina y comedor,7.14,0.0,7.14,EcoRetiro SA
RES-002301,2022-02-21,2022,2,Papel y cartón of.,Papel de impresión y documentos,3.55,1.54,2.02,EcoRetiro SA
RES-002302,2022-02-28,2022,2,Embalaje cartón,Cajas y embalajes de productos,30.86,12.84,18.02,Municipal
RES-002303,2022-02-28,2022,2,Plástico,"Film, espumas y plásticos varios",10.88,0.0,10.88,EcoRetiro SA
RES-002304,2022-02-28,2022,2,E-waste,Componentes y productos defectuosos,5.36,2.19,3.17,EcoRetiro SA
RES-002305,2022-02-28,2022,2,Pilas y baterías,Pilas agotadas y baterías de litio,2.33,0.98,1.35,VerdeLogística
RES-002306,2022-02-28,2022,2,Residuo general,Residuos de oficina y comedor,8.48,0.0,8.48,Municipal
RES-002307,2022-02-28,2022,2,Papel y cartón of.,Papel de impresión y documentos,2.92,1.07,1.85,VerdeLogística
RES-002308,2022-03-07,2022,3,Embalaje cartón,Cajas y embalajes de productos,33.78,15.02,18.76,Municipal
RES-002309,2022-03-07,2022,3,Plástico,"Film, espumas y plásticos varios",14.92,0.0,14.92,Municipal
RES-002310,2022-03-07,2022,3,E-waste,Componentes y productos defectuosos,6.76,3.03,3.73,EcoRetiro SA
RES-002311,2022-03-07,2022,3,Pilas y baterías,Pilas agotadas y baterías de litio,2.0,0.97,1.04,Municipal
RES-002312,2022-03-07,2022,3,Residuo general,Residuos de oficina y comedor,6.29,0.0,6.29,Municipal
RES-002313,2022-03-07,2022,3,Papel y cartón of.,Papel de impresión y documentos,3.82,1.62,2.2,EcoRetiro SA
RES-002314,2022-03-14,2022,3,Embalaje cartón,Cajas y embalajes de productos,33.58,13.92,19.66,Municipal
RES-002315,2022-03-14,2022,3,Plástico,"Film, espumas y plásticos varios",11.08,0.0,11.08,VerdeLogística
RES-002316,2022-03-14,2022,3,E-waste,Componentes y productos defectuosos,4.53,1.54,2.99,Municipal
RES-002317,2022-03-14,2022,3,Pilas y baterías,Pilas agotadas y baterías de litio,2.45,1.15,1.3,Municipal
RES-002318,2022-03-14,2022,3,Residuo general,Residuos de oficina y comedor,9.08,0.0,9.08,VerdeLogística
RES-002319,2022-03-14,2022,3,Papel y cartón of.,Papel de impresión y documentos,3.41,1.48,1.93,Municipal
RES-002320,2022-03-21,2022,3,Embalaje cartón,Cajas y embalajes de productos,28.37,12.7,15.67,EcoRetiro SA
RES-002321,2022-03-21,2022,3,Plástico,"Film, espumas y plásticos varios",9.43,0.0,9.43,Municipal
RES-002322,2022-03-21,2022,3,E-waste,Componentes y productos defectuosos,6.62,2.5,4.12,VerdeLogística
RES-002323,2022-03-21,2022,3,Pilas y baterías,Pilas agotadas y baterías de litio,2.7,1.01,1.69,Municipal
RES-002324,2022-03-21,2022,3,Residuo general,Residuos de oficina y comedor,8.41,0.0,8.41,Municipal
RES-002325,2022-03-21,2022,3,Papel y cartón of.,Papel de impresión y documentos,3.79,1.38,2.41,Municipal
RES-002326,2022-03-28,2022,3,Embalaje cartón,Cajas y embalajes de productos,24.18,12.43,11.76,VerdeLogística
RES-002327,2022-03-28,2022,3,Plástico,"Film, espumas y plásticos varios",12.57,0.0,12.57,Municipal
RES-002328,2022-03-28,2022,3,E-waste,Componentes y productos defectuosos,6.7,3.0,3.7,EcoRetiro SA
RES-002329,2022-03-28,2022,3,Pilas y baterías,Pilas agotadas y baterías de litio,1.73,0.77,0.96,Municipal
RES-002330,2022-03-28,2022,3,Residuo general,Residuos de oficina y comedor,11.25,0.0,11.25,Municipal
RES-002331,2022-03-28,2022,3,Papel y cartón of.,Papel de impresión y documentos,3.22,1.6,1.62,EcoRetiro SA
RES-002332,2022-04-04,2022,4,Embalaje cartón,Cajas y embalajes de productos,25.64,10.9,14.74,Municipal
RES-002333,2022-04-04,2022,4,Plástico,"Film, espumas y plásticos varios",8.81,0.0,8.81,Municipal
RES-002334,2022-04-04,2022,4,E-waste,Componentes y productos defectuosos,6.8,2.9,3.9,Municipal
RES-002335,2022-04-04,2022,4,Pilas y baterías,Pilas agotadas y baterías de litio,2.24,0.86,1.38,VerdeLogística
RES-002336,2022-04-04,2022,4,Residuo general,Residuos de oficina y comedor,8.99,0.0,8.99,Municipal
RES-002337,2022-04-04,2022,4,Papel y cartón of.,Papel de impresión y documentos,3.15,1.47,1.68,VerdeLogística
RES-002338,2022-04-11,2022,4,Embalaje cartón,Cajas y embalajes de productos,28.62,11.44,17.18,EcoRetiro SA
RES-002339,2022-04-11,2022,4,Plástico,"Film, espumas y plásticos varios",12.67,0.0,12.67,Municipal
RES-002340,2022-04-11,2022,4,E-waste,Componentes y productos defectuosos,5.97,2.75,3.22,Municipal
RES-002341,2022-04-11,2022,4,Pilas y baterías,Pilas agotadas y baterías de litio,2.36,0.8,1.56,VerdeLogística
RES-002342,2022-04-11,2022,4,Residuo general,Residuos de oficina y comedor,9.47,0.0,9.47,Municipal
RES-002343,2022-04-11,2022,4,Papel y cartón of.,Papel de impresión y documentos,3.45,1.53,1.92,Municipal
RES-002344,2022-04-18,2022,4,Embalaje cartón,Cajas y embalajes de productos,28.44,12.21,16.23,EcoRetiro SA
RES-002345,2022-04-18,2022,4,Plástico,"Film, espumas y plásticos varios",11.09,0.0,11.09,EcoRetiro SA
RES-002346,2022-04-18,2022,4,E-waste,Componentes y productos defectuosos,9.14,4.04,5.1,EcoRetiro SA
RES-002347,2022-04-18,2022,4,Pilas y baterías,Pilas agotadas y baterías de litio,1.7,0.61,1.1,EcoRetiro SA
RES-002348,2022-04-18,2022,4,Residuo general,Residuos de oficina y comedor,9.27,0.0,9.27,EcoRetiro SA
RES-002349,2022-04-18,2022,4,Papel y cartón of.,Papel de impresión y documentos,3.18,1.48,1.7,EcoRetiro SA
RES-002350,2022-04-25,2022,4,Embalaje cartón,Cajas y embalajes de productos,28.88,12.59,16.3,VerdeLogística
RES-002351,2022-04-25,2022,4,Plástico,"Film, espumas y plásticos varios",9.5,0.0,9.5,Municipal
RES-002352,2022-04-25,2022,4,E-waste,Componentes y productos defectuosos,6.93,2.96,3.97,VerdeLogística
RES-002353,2022-04-25,2022,4,Pilas y baterías,Pilas agotadas y baterías de litio,1.99,0.76,1.23,Municipal
RES-002354,2022-04-25,2022,4,Residuo general,Residuos de oficina y comedor,10.86,0.0,10.86,VerdeLogística
RES-002355,2022-04-25,2022,4,Papel y cartón of.,Papel de impresión y documentos,3.78,1.53,2.25,EcoRetiro SA
RES-002356,2022-05-02,2022,5,Embalaje cartón,Cajas y embalajes de productos,25.29,10.63,14.66,VerdeLogística
RES-002357,2022-05-02,2022,5,Plástico,"Film, espumas y plásticos varios",11.5,0.0,11.5,EcoRetiro SA
RES-002358,2022-05-02,2022,5,E-waste,Componentes y productos defectuosos,5.09,2.11,2.98,Municipal
RES-002359,2022-05-02,2022,5,Pilas y baterías,Pilas agotadas y baterías de litio,1.61,0.67,0.93,VerdeLogística
RES-002360,2022-05-02,2022,5,Residuo general,Residuos de oficina y comedor,10.6,0.0,10.6,VerdeLogística
RES-002361,2022-05-02,2022,5,Papel y cartón of.,Papel de impresión y documentos,2.8,1.16,1.64,Municipal
RES-002362,2022-05-09,2022,5,Embalaje cartón,Cajas y embalajes de productos,26.65,9.94,16.72,EcoRetiro SA
RES-002363,2022-05-09,2022,5,Plástico,"Film, espumas y plásticos varios",10.27,0.0,10.27,VerdeLogística
RES-002364,2022-05-09,2022,5,E-waste,Componentes y productos defectuosos,5.12,1.94,3.17,Municipal
RES-002365,2022-05-09,2022,5,Pilas y baterías,Pilas agotadas y baterías de litio,2.38,1.04,1.34,EcoRetiro SA
RES-002366,2022-05-09,2022,5,Residuo general,Residuos de oficina y comedor,8.27,0.0,8.27,EcoRetiro SA
RES-002367,2022-05-09,2022,5,Papel y cartón of.,Papel de impresión y documentos,4.18,1.88,2.3,EcoRetiro SA
RES-002368,2022-05-16,2022,5,Embalaje cartón,Cajas y embalajes de productos,35.68,14.81,20.87,VerdeLogística
RES-002369,2022-05-16,2022,5,Plástico,"Film, espumas y plásticos varios",9.29,0.0,9.29,VerdeLogística
RES-002370,2022-05-16,2022,5,E-waste,Componentes y productos defectuosos,6.2,3.13,3.07,EcoRetiro SA
RES-002371,2022-05-16,2022,5,Pilas y baterías,Pilas agotadas y baterías de litio,1.97,0.9,1.07,Municipal
RES-002372,2022-05-16,2022,5,Residuo general,Residuos de oficina y comedor,7.36,0.0,7.36,Municipal
RES-002373,2022-05-16,2022,5,Papel y cartón of.,Papel de impresión y documentos,3.29,1.31,1.98,EcoRetiro SA
RES-002374,2022-05-23,2022,5,Embalaje cartón,Cajas y embalajes de productos,23.76,10.76,13.0,VerdeLogística
RES-002375,2022-05-23,2022,5,Plástico,"Film, espumas y plásticos varios",13.4,0.0,13.4,EcoRetiro SA
RES-002376,2022-05-23,2022,5,E-waste,Componentes y productos defectuosos,7.24,3.05,4.19,EcoRetiro SA
RES-002377,2022-05-23,2022,5,Pilas y baterías,Pilas agotadas y baterías de litio,1.8,0.77,1.04,EcoRetiro SA
RES-002378,2022-05-23,2022,5,Residuo general,Residuos de oficina y comedor,9.52,0.0,9.52,VerdeLogística
RES-002379,2022-05-23,2022,5,Papel y cartón of.,Papel de impresión y documentos,3.43,1.63,1.8,EcoRetiro SA
RES-002380,2022-05-30,2022,5,Embalaje cartón,Cajas y embalajes de productos,26.74,10.56,16.18,Municipal
RES-002381,2022-05-30,2022,5,Plástico,"Film, espumas y plásticos varios",12.65,0.0,12.65,Municipal
RES-002382,2022-05-30,2022,5,E-waste,Componentes y productos defectuosos,7.21,3.48,3.73,EcoRetiro SA
RES-002383,2022-05-30,2022,5,Pilas y baterías,Pilas agotadas y baterías de litio,2.5,0.97,1.54,VerdeLogística
RES-002384,2022-05-30,2022,5,Residuo general,Residuos de oficina y comedor,5.32,0.0,5.32,EcoRetiro SA
RES-002385,2022-05-30,2022,5,Papel y cartón of.,Papel de impresión y documentos,2.58,1.02,1.56,EcoRetiro SA
RES-002386,2022-06-06,2022,6,Embalaje cartón,Cajas y embalajes de productos,33.03,15.57,17.46,VerdeLogística
RES-002387,2022-06-06,2022,6,Plástico,"Film, espumas y plásticos varios",10.35,0.0,10.35,Municipal
RES-002388,2022-06-06,2022,6,E-waste,Componentes y productos defectuosos,7.16,2.59,4.57,VerdeLogística
RES-002389,2022-06-06,2022,6,Pilas y baterías,Pilas agotadas y baterías de litio,2.75,1.12,1.63,Municipal
RES-002390,2022-06-06,2022,6,Residuo general,Residuos de oficina y comedor,9.54,0.0,9.54,Municipal
RES-002391,2022-06-06,2022,6,Papel y cartón of.,Papel de impresión y documentos,3.76,1.65,2.11,VerdeLogística
RES-002392,2022-06-13,2022,6,Embalaje cartón,Cajas y embalajes de productos,22.59,8.93,13.66,VerdeLogística
RES-002393,2022-06-13,2022,6,Plástico,"Film, espumas y plásticos varios",12.76,0.0,12.76,Municipal
RES-002394,2022-06-13,2022,6,E-waste,Componentes y productos defectuosos,6.87,2.57,4.29,Municipal
RES-002395,2022-06-13,2022,6,Pilas y baterías,Pilas agotadas y baterías de litio,2.45,0.92,1.53,EcoRetiro SA
RES-002396,2022-06-13,2022,6,Residuo general,Residuos de oficina y comedor,7.05,0.0,7.05,Municipal
RES-002397,2022-06-13,2022,6,Papel y cartón of.,Papel de impresión y documentos,3.16,1.31,1.84,EcoRetiro SA
RES-002398,2022-06-20,2022,6,Embalaje cartón,Cajas y embalajes de productos,22.58,10.33,12.25,EcoRetiro SA
RES-002399,2022-06-20,2022,6,Plástico,"Film, espumas y plásticos varios",9.85,0.0,9.85,VerdeLogística
RES-002400,2022-06-20,2022,6,E-waste,Componentes y productos defectuosos,6.35,2.79,3.56,VerdeLogística
RES-002401,2022-06-20,2022,6,Pilas y baterías,Pilas agotadas y baterías de litio,2.96,1.32,1.64,EcoRetiro SA
RES-002402,2022-06-20,2022,6,Residuo general,Residuos de oficina y comedor,8.3,0.0,8.3,Municipal
RES-002403,2022-06-20,2022,6,Papel y cartón of.,Papel de impresión y documentos,2.96,1.09,1.88,VerdeLogística
RES-002404,2022-06-27,2022,6,Embalaje cartón,Cajas y embalajes de productos,23.49,9.72,13.77,EcoRetiro SA
RES-002405,2022-06-27,2022,6,Plástico,"Film, espumas y plásticos varios",13.01,0.0,13.01,VerdeLogística
RES-002406,2022-06-27,2022,6,E-waste,Componentes y productos defectuosos,6.26,2.48,3.78,Municipal
RES-002407,2022-06-27,2022,6,Pilas y baterías,Pilas agotadas y baterías de litio,2.36,1.15,1.21,EcoRetiro SA
RES-002408,2022-06-27,2022,6,Residuo general,Residuos de oficina y comedor,7.71,0.0,7.71,VerdeLogística
RES-002409,2022-06-27,2022,6,Papel y cartón of.,Papel de impresión y documentos,3.72,1.51,2.21,EcoRetiro SA
RES-002410,2022-07-04,2022,7,Embalaje cartón,Cajas y embalajes de productos,28.38,12.68,15.7,Municipal
RES-002411,2022-07-04,2022,7,Plástico,"Film, espumas y plásticos varios",13.29,0.0,13.29,Municipal
RES-002412,2022-07-04,2022,7,E-waste,Componentes y productos defectuosos,6.33,2.96,3.37,EcoRetiro SA
RES-002413,2022-07-04,2022,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.46,0.9,1.56,VerdeLogística
RES-002414,2022-07-04,2022,7,Residuo general,Residuos de oficina y comedor,8.44,0.0,8.44,VerdeLogística
RES-002415,2022-07-04,2022,7,Papel y cartón of.,Papel de impresión y documentos,4.69,1.95,2.74,EcoRetiro SA
RES-002416,2022-07-11,2022,7,Embalaje cartón,Cajas y embalajes de productos,26.25,10.68,15.57,EcoRetiro SA
RES-002417,2022-07-11,2022,7,Plástico,"Film, espumas y plásticos varios",10.25,0.0,10.25,Municipal
RES-002418,2022-07-11,2022,7,E-waste,Componentes y productos defectuosos,5.06,1.64,3.43,VerdeLogística
RES-002419,2022-07-11,2022,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.05,0.83,1.22,Municipal
RES-002420,2022-07-11,2022,7,Residuo general,Residuos de oficina y comedor,9.42,0.0,9.42,EcoRetiro SA
RES-002421,2022-07-11,2022,7,Papel y cartón of.,Papel de impresión y documentos,3.29,1.4,1.89,VerdeLogística
RES-002422,2022-07-18,2022,7,Embalaje cartón,Cajas y embalajes de productos,22.67,7.89,14.78,VerdeLogística
RES-002423,2022-07-18,2022,7,Plástico,"Film, espumas y plásticos varios",11.59,0.0,11.59,VerdeLogística
RES-002424,2022-07-18,2022,7,E-waste,Componentes y productos defectuosos,7.0,3.23,3.77,EcoRetiro SA
RES-002425,2022-07-18,2022,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.74,1.3,1.44,Municipal
RES-002426,2022-07-18,2022,7,Residuo general,Residuos de oficina y comedor,9.6,0.0,9.6,Municipal
RES-002427,2022-07-18,2022,7,Papel y cartón of.,Papel de impresión y documentos,3.18,1.37,1.81,VerdeLogística
RES-002428,2022-07-25,2022,7,Embalaje cartón,Cajas y embalajes de productos,26.22,10.76,15.46,EcoRetiro SA
RES-002429,2022-07-25,2022,7,Plástico,"Film, espumas y plásticos varios",11.67,0.0,11.67,Municipal
RES-002430,2022-07-25,2022,7,E-waste,Componentes y productos defectuosos,7.59,3.43,4.16,EcoRetiro SA
RES-002431,2022-07-25,2022,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.32,0.98,1.33,EcoRetiro SA
RES-002432,2022-07-25,2022,7,Residuo general,Residuos de oficina y comedor,9.17,0.0,9.17,Municipal
RES-002433,2022-07-25,2022,7,Papel y cartón of.,Papel de impresión y documentos,4.1,2.04,2.06,EcoRetiro SA
RES-002434,2022-08-01,2022,8,Embalaje cartón,Cajas y embalajes de productos,28.09,11.56,16.53,EcoRetiro SA
RES-002435,2022-08-01,2022,8,Plástico,"Film, espumas y plásticos varios",11.28,0.0,11.28,EcoRetiro SA
RES-002436,2022-08-01,2022,8,E-waste,Componentes y productos defectuosos,7.37,3.26,4.11,VerdeLogística
RES-002437,2022-08-01,2022,8,Pilas y baterías,Pilas agotadas y baterías de litio,2.14,0.9,1.24,VerdeLogística
RES-002438,2022-08-01,2022,8,Residuo general,Residuos de oficina y comedor,8.72,0.0,8.72,EcoRetiro SA
RES-002439,2022-08-01,2022,8,Papel y cartón of.,Papel de impresión y documentos,3.14,1.23,1.91,EcoRetiro SA
RES-002440,2022-08-08,2022,8,Embalaje cartón,Cajas y embalajes de productos,22.55,9.33,13.22,Municipal
RES-002441,2022-08-08,2022,8,Plástico,"Film, espumas y plásticos varios",12.89,0.0,12.89,VerdeLogística
RES-002442,2022-08-08,2022,8,E-waste,Componentes y productos defectuosos,7.36,3.08,4.27,EcoRetiro SA
RES-002443,2022-08-08,2022,8,Pilas y baterías,Pilas agotadas y baterías de litio,2.94,1.23,1.71,EcoRetiro SA
RES-002444,2022-08-08,2022,8,Residuo general,Residuos de oficina y comedor,8.26,0.0,8.26,Municipal
RES-002445,2022-08-08,2022,8,Papel y cartón of.,Papel de impresión y documentos,2.45,1.05,1.4,EcoRetiro SA
RES-002446,2022-08-15,2022,8,Embalaje cartón,Cajas y embalajes de productos,23.85,11.47,12.38,Municipal
